94140	8350	9527
23492	2385	82721
92190	79488	80749
99065	58094	16047
81291	23864	80584
39014	82342	10221
18046	36740	47061
96216	53903	87725
42247	28340	50163
6634	37256	14719
81379	30152	29729
72935	25007	86711
98296	72352	68408
93020	47609	23715
53939	6505	12345
39778	24812	37500
12595	63270	85517
84916	80706	23590
32936	21006	751
65336	5749	77004
46838	71660	99786
4310	70179	48227
91666	33405	50787
11483	40021	72884
95714	43257	6886
77462	68653	95371
77316	30147	76348
98732	95090	89245
5654	4987	70479
24705	5068	51536
22773	35341	79403
36940	67669	93655
22947	50397	46129
98629	51217	51009
67154	39727	14563
7558	28629	43216
37591	13089	16284
11238	40219	88926
15613	96280	61413
6022	11696	20788
41916	26662	80129
40789	83054	13250
73228	21111	4687
52734	90291	90880
85166	2572	51644
54648	2631	7153
12595	65155	71835
50270	95963	7182
9880	70367	57902
82221	82686	49511
50065	25268	10729
5771	97219	77513
15581	41124	70184
2207	292	75289
22935	80775	97767
89773	55033	97963
27292	8696	7844
99521	44641	3968
58497	34683	93984
65630	19055	25390
97717	64537	11197
1389	94707	28176
76807	17511	38993
82861	11696	8916
44191	1460	9245
19822	37558	57586
60710	59317	19495
79846	43371	37758
96131	36478	2416
32739	15347	57170
89659	33788	30146
18713	5793	49146
91628	20816	23256
1001	30072	52153
65914	32310	73915
71544	38204	39264
28845	89977	30182
89109	53210	53618
52785	89439	20606
71568	57758	18464
19396	63094	73883
77721	54388	83655
1742	81126	54427
26074	86161	84380
56938	39424	63176
94054	5935	3235
17885	78997	22588
85721	3498	61254
59643	82178	49390
57769	44866	11418
17838	16746	29888
64887	72469	77519
54515	83652	65359
34687	91543	44057
79370	5774	71626
82860	24842	56722
83759	89071	58634
96572	75796	42431
93802	97270	26211
30099	1650	57665
47551	24249	77652
13728	1891	37087
78604	96319	36670
77539	21764	70457
77027	39324	25395
18152	68686	35149
23774	82946	48296
20843	94141	6272
9444	98783	26038
1694	30286	57067
59046	26419	69494
52672	28923	84116
22029	28922	36692
87931	44984	23783
84402	7161	20418
62069	75218	40030
59797	75925	26449
93386	80483	90954
90405	98268	94894
84946	69785	58827
57706	40036	78326
76932	65094	92724
61791	42319	5998
47889	14008	49789
31009	78758	3702
42784	46389	33755
53479	73744	14392
19913	66721	73536
66186	20725	92585
87852	18850	31216
16243	40801	56047
84844	140	43535
44698	93620	23142
67417	43343	95295
35251	30967	26679
78234	84881	12054
34148	47204	79068
41308	16303	70774
1217	79352	33358
65665	59748	44753
76807	84852	49349
76987	72663	77274
26075	70376	58006
28202	81574	51953
39500	3748	29981
45286	70770	52064
24880	30256	66616
31137	11092	87845
86419	70660	96377
91714	11468	47686
37499	52520	45037
85115	61041	34714
27493	23579	46072
92400	68486	84090
49007	24555	5111
26600	42950	39490
38886	22072	18454
73376	39363	29170
70244	2602	21364
95467	97133	69708
63191	64271	18511
48000	81073	46514
60660	61334	70634
30444	66235	58896
68806	25538	8934
96392	42593	29342
57324	66503	26960
33155	83387	44568
79313	43261	85561
7534	98183	45793
27233	52744	38366
24603	40939	90874
2719	248	28495
37600	74674	74419
87034	49622	87286
75995	1314	81445
79984	32959	80793
13768	38267	67572
54861	76956	23214
91612	16565	63477
95053	83597	71195
61499	224	62638
74727	13291	95572
43857	63465	92381
11798	10791	81900
33519	35358	71368
14099	40622	2046
59230	44572	36657
23956	92451	98956
22759	5874	31023
806	43889	78002
64568	87916	47687
73871	77134	45804
99564	99060	49075
74943	28703	65655
71917	26202	19991
46049	33985	31407
99687	28640	27984
65296	46965	27091
90488	95297	78746
8160	93699	76785
26177	3647	16184
5911	42659	67050
48639	48175	45956
20998	77883	68720
11117	27992	5008
26623	52766	53473
17265	88338	91028
90361	56312	19803
6478	80221	23857
38841	98019	14766
88508	32277	50600
87946	11490	50195
54829	13154	83421
93898	50534	30654
56769	77116	64397
30053	99365	924
96345	63343	71088
82424	69244	51444
9728	82807	75625
6450	81321	10797
38122	31748	16699
28037	96744	90968
88567	50809	65931
86521	34362	50953
83111	80335	59190
83219	33563	58745
53068	58098	65012
64500	77873	91723
50570	29933	55285
77463	67199	74033
58540	68698	95484
13816	52066	46900
27586	67679	65709
82981	76104	39978
48799	19002	85257
5489	46234	89277
55236	7570	29122
28914	44436	31452
9353	49555	26118
65113	66647	88821
55165	54485	21591
5608	76182	51404
35568	18273	51126
34737	2302	88935
47800	14662	93317
93040	50396	53323
15492	79222	90319
12318	51053	96856
55847	67932	54059
25877	98958	82213
31103	90176	88541
34202	3689	28464
53040	67494	34401
68015	49606	3313
55409	31333	98526
72103	5504	64936
33974	89929	8125
25342	68004	21531
87955	79443	12788
41472	65499	65297
95021	4371	8553
32297	60360	29606
85105	5574	59050
74215	15526	43707
26295	27918	82053
28363	92412	98574
22644	12865	43713
35938	24140	89086
91115	51732	78993
9955	20447	58994
81053	31732	97830
61864	92429	45562
81706	55796	6295
33235	67123	39200
83648	65319	19871
21252	37209	20463
80606	31702	37379
28629	59934	80680
95867	66014	52768
77417	47361	69530
67566	33412	61555
9704	57058	48609
22577	4972	10834
98720	64226	71511
6173	11715	33645
51255	36357	85066
17491	18692	40501
59351	30315	32871
35967	24861	69638
24889	14365	5813
53690	19672	60930
91250	1595	12278
20923	75924	95
8058	87362	40862
41911	99142	63519
58549	67458	69806
48660	7039	553
84737	63785	40766
29582	28181	28630
1763	45674	90908
94923	86402	38907
85133	52433	71286
60508	45642	42397
73552	54118	15682
21546	90446	21142
37591	23626	59670
25425	65976	13666
73675	30182	92558
43320	99985	47349
40084	8799	26949
26167	23068	21714
5215	6554	37196
8722	64195	64079
80322	9255	87963
10560	5726	88630
64150	28429	94237
93166	13653	82077
13711	56931	49207
97106	21682	8856
41517	43291	95933
2039	26490	21572
35683	92251	13885
94555	27343	73419
43219	26944	79046
47946	27909	12807
89673	78277	73345
64139	74712	62412
2863	56380	43514
74939	70527	65490
32130	61561	38282
65010	91677	9329
93710	65101	14036
97591	43468	86437
21316	71921	35853
45697	31240	51295
7250	44364	42076
49076	63836	64844
14366	52955	68412
86433	95449	4938
8124	95150	70987
57392	41820	15411
96533	57857	24437
85415	74171	56967
53030	12002	83570
8781	86537	12697
44171	80032	35043
3459	92922	38125
59137	48866	78886
1758	44878	18620
47540	12365	43039
9463	60618	89282
64766	97023	45538
31894	80778	87528
16823	13757	63002
87459	62114	7660
60376	583	40729
88145	2903	79590
32881	75697	57242
95029	84049	31527
4792	61213	69557
45838	9840	58977
18511	18168	85588
83285	70001	33744
33411	91905	25501
42768	23296	45003
23741	43866	37867
67489	13846	22072
19622	82035	81451
54984	30928	4610
84613	57422	62888
52430	52194	9726
55608	30733	58777
2835	25592	66775
15836	24782	32381
81769	58696	18860
66189	1847	89657
19467	50643	32960
87563	43709	43058
70313	67991	6910
81561	96498	82360
80081	90119	92946
61636	4309	64939
53283	25281	78594
48195	34397	99795
96555	56427	8612
86237	96889	93975
18712	21487	30978
8236	74578	34729
27253	59288	36593
75644	30039	96429
85557	3262	14990
87439	92854	69523
83501	963	47410
6411	34790	30458
19523	53587	21975
90814	5900	19790
52983	51377	97763
7688	79635	65853
95282	1348	79872
59026	90065	98153
25540	59579	94182
93806	8167	69354
83087	8292	80163
12381	72562	81501
41132	56889	81081
5882	36581	83683
60994	87496	37149
32728	70007	336
74237	83169	11401
87561	36204	61310
93252	59564	87251
66182	47072	86447
88180	7232	41280
1926	48986	56509
18975	48875	72859
85511	59603	52220
99885	30917	95266
2742	87197	73921
22135	52317	76578
24130	11380	35272
76679	34451	289
46824	96807	90399
99194	84206	4493
82386	82099	22077
76958	88352	95506
85554	84728	36195
60225	62796	86790
39526	2417	77086
54005	79118	12826
4902	39444	47783
35218	72417	19676
64249	47143	5267
73850	56779	46960
14410	2139	98915
62015	19594	11404
65678	63173	88580
83829	51260	12636
78146	59094	19541
95006	27311	88106
32226	28494	75714
87200	40112	24604
63864	37505	19474
43794	46990	31318
65160	72600	1568
82721	6315	48534
81431	55611	20116
64390	48005	51235
78333	57984	42714
67062	54429	9173
26629	37602	43144
28497	97082	88945
36891	93757	18965
46214	64614	18367
22123	85815	19090
71740	9395	1744
81859	3875	62952
82021	44272	97912
1498	62476	25486
12734	26321	31088
24	17572	50016
7407	78773	29798
54796	74254	87556
70971	5742	19233
69889	63216	2982
73051	7764	14189
1969	52271	22735
33112	45623	13014
44853	89477	20608
56840	38624	59479
83514	53427	61965
501	63695	29821
28783	81073	77241
41492	10091	60860
21716	74835	68527
32958	31125	18369
91478	87915	74033
84908	97954	46759
70099	19257	11815
8155	78663	5504
51151	14708	814
10003	1664	25243
8757	96432	56162
76275	24926	8709
86930	77309	71373
87432	11309	44470
77289	12345	40595
76241	437	14120
10022	87811	94694
85642	53517	78403
50306	28490	55898
23514	81848	72306
20776	83603	28925
1336	82515	57658
30408	57110	51872
97126	278	72701
68379	28831	64216
41467	78030	18235
54716	60874	16383
73239	29251	94797
47901	37814	92678
10459	49310	31275
20374	9354	74192
37652	92451	45704
58142	58243	38597
17109	18016	84399
35822	96530	28319
85214	2380	23891
75245	2301	46822
81605	60617	99940
94395	78173	59677
90579	58237	65316
97910	82272	11203
19746	61546	23670
58165	53657	66868
33746	97463	46956
96707	35554	84614
57800	44491	86745
88594	280	51772
42978	29978	33521
63415	65135	56182
84712	73536	6645
89218	99662	77019
95267	48997	43781
47240	64300	35655
49486	15650	33952
49126	53943	57503
95121	36509	94991
78642	88299	17516
29714	28234	90942
26685	26221	23313
51227	86133	17095
93366	16580	43738
25060	31746	66032
64972	5663	58978
38896	89592	46187
58945	63550	71335
8187	79152	92193
25288	66617	91777
86260	56038	40686
82898	26208	23871
9660	77189	25103
96664	85564	57493
52142	3533	69135
10246	46833	51487
35782	14821	62079
38198	95333	7842
82411	19347	98998
41588	47600	95962
55490	32296	80230
30570	87168	61734
84538	87170	48423
70538	1899	1906
29324	19931	82545
13348	35502	19234
52867	24518	23074
28760	20499	95845
48269	73964	95332
18186	83817	8943
1778	28729	46811
71400	86691	77216
59761	91990	67051
44350	32341	87495
23212	53911	55524
47654	96435	1953
62521	51781	45651
74031	47456	44796
17790	9810	78640
98132	81220	55301
79735	53571	13347
69569	30089	35756
54622	4838	1920
49290	83034	87883
73428	90642	99765
4253	45814	83877
79566	34814	30883
37355	43360	52240
42341	49544	77742
41152	16241	13794
11738	23608	47588
71094	78384	17476
74891	87434	33066
21009	81261	28238
75963	46646	39148
20564	68530	41018
80484	27360	38179
48391	70016	64147
8131	49759	37236
13349	55662	39749
42198	95224	9403
64928	18640	36455
20408	18335	30414
1111	40656	70862
65940	66545	82716
76774	72012	5183
14297	51187	30174
77718	18086	16091
13332	23651	60304
9640	30406	9915
7950	63459	95480
40485	95131	63811
13826	50995	1064
15437	98893	88527
87085	38824	56115
72668	76001	21647
45501	28850	5702
58404	65170	96759
69453	95847	52290
27511	69628	29311
41631	64458	69871
91432	40737	39151
75242	41757	5595
30541	1506	6635
32830	20228	96539
63242	20487	6963
39978	91017	6317
11208	95710	86142
32275	35823	7292
9349	39294	46638
73413	391	95030
80364	91533	81560
47460	74807	17917
1817	72310	84510
24494	58142	6056
94556	83075	13907
87913	66361	29089
9279	52961	45817
36538	96252	49256
79152	17651	2912
89417	22590	71641
36408	81965	94371
82064	22064	30484
12305	69104	73598
95241	36030	67183
24966	8616	3912
27959	82454	44103
22548	60091	82882
644	48544	59049
52911	66871	53263
59511	39978	30953
1216	49026	38401
54031	10262	12002
27226	1799	19787
57884	8648	48130
33074	14621	27994
15492	48289	8948
35666	83393	63676
87290	36880	82523
65723	66587	61952
48476	52344	12381
75273	54797	38566
74026	48413	96111
61075	23873	27262
83711	75477	41280
76236	29336	614
3949	37704	79141
46062	31540	81665
65594	89570	10978
70621	37262	92076
93269	35591	17206
29661	19603	60588
12656	29074	24816
40879	29524	49830
990	2333	33310
9238	38531	9522
86556	83789	9305
14529	95871	92048
12158	98985	27927
10473	69077	82584
32927	48405	76727
32541	20739	4986
77354	32215	14084
5993	92202	1900
95234	18770	44437
10693	28284	28890
4810	52118	84124
32082	97427	55854
96041	12835	63303
78551	2023	99286
61979	14345	77203
69041	95313	23520
63632	38037	19356
30015	72347	64108
9499	46406	67157
97116	8272	60991
64051	81300	94399
55040	62896	74525
3965	99662	8090
69366	30655	28536
86015	47338	60598
63697	63948	49067
19742	32145	57242
17930	47284	98128
49113	54708	59356
23219	45526	77343
42921	78695	12219
98233	63319	74048
42697	35909	80492
34809	46393	56805
32122	92113	21697
73664	47619	16900
6064	1304	29200
1222	37218	18657
56882	17327	47981
2826	7536	57996
80351	69964	96784
16673	90379	76972
61405	17380	17363
44016	62220	67949
72950	51648	48849
28101	26769	37802
41950	50077	4704
73060	41904	34421
98581	70569	9779
19007	6821	96742
13651	84066	74946
86838	26037	59907
93225	45699	63848
93875	92353	77861
6419	97098	82894
56123	18179	4494
32155	6104	56382
49750	4808	72650
10105	63347	98367
97881	1010	30823
38960	99759	68845
11164	19537	2987
62643	74345	34998
63648	92174	11488
14937	6957	51539
41834	63835	89832
78561	54888	74402
21564	38446	2513
86956	55673	29559
89998	75867	72191
72236	3957	73178
34231	10435	82044
4956	46931	90562
49903	53263	6018
74688	76190	46968
71588	47031	80145
79032	78678	16422
47794	93156	27162
44479	3852	45566
21066	13439	54613
40426	32011	20678
72040	42553	87872
63503	66995	66396
69541	80166	87594
24010	83653	96368
41268	30227	54103
3880	41908	24384
91046	64980	18843
83717	92718	96886
36101	3405	66913
80706	78917	76838
18322	53737	91700
72111	92321	59444
46235	7263	41403
30857	80815	38089
47492	88208	57010
94352	91223	15835
9020	9264	71255
5022	15885	54669
95272	74615	65539
12437	56027	8932
34746	18303	76136
39333	14760	15324
23974	81460	30207
53094	28699	71889
40756	88967	27776
6022	70777	57338
77366	1341	72160
11168	20273	17625
6972	40595	2969
86825	8629	90997
41293	1578	88074
36973	72077	1941
42075	89426	77085
87014	67760	85556
97608	71389	15965
21813	58032	48691
27475	68618	8981
16176	94195	54196
73699	38833	1234
19860	12469	79764
17396	47289	780
19718	68422	2075
77981	14324	9006
59558	59128	57237
92220	6524	97218
3588	56045	93920
33808	65874	20411
44728	19911	86796
30231	61366	27008
66296	32651	87483
89862	26845	33949
39221	32617	28226
13663	55605	70506
34981	52543	21742
58429	23283	55353
82240	70953	24247
69494	96442	56191
5163	42539	47539
57755	14373	54296
30750	58070	67845
56710	33079	65111
51931	64139	20557
59632	6411	40211
55608	96759	41291
10054	34685	34060
19642	99220	17543
46518	4296	25686
87472	10074	48697
88101	55078	51258
99547	42670	85442
96920	42036	9951
73883	30000	35819
20362	23411	93764
73103	88612	37033
55942	8359	99692
50409	78002	14402
15921	10182	54363
71665	50990	86436
27202	89227	54657
74917	18713	37870
63856	47348	92808
80640	82409	92851
89604	55928	83497
27050	10232	76195
94513	40165	47011
83569	32430	93707
99571	66470	45227
35208	24653	11328
69036	79827	83972
95632	95502	50151
67375	35965	25185
84817	28507	83085
52946	31839	17271
9190	33992	63047
81474	96641	35030
56638	32349	6838
5741	40436	82110
59740	60112	9442
12761	73541	35116
88257	84009	17894
72482	7943	33898
98378	26072	84084
31890	72855	37466
89862	63121	68142
2085	6744	20856
16899	504	43021
67459	26573	28920
44624	61947	64215
90162	86019	3279
40293	14723	44842
75503	81519	59187
658	15778	35137
67900	94551	34766
65838	32	76427
66064	20229	87167
5055	86135	3836
41647	51992	46668
61336	30043	64420
79621	74090	32885
29015	42535	99952
56240	34918	53308
21417	44552	89563
43824	40018	70558
97898	28992	40633
76869	69949	19326
40301	96288	90589
92697	56081	42078
31077	14851	57200
94571	36860	53368
72775	2910	18152
49634	80119	7763
47078	95812	5230
86833	21118	45629
89507	45607	51012
69842	60803	63249
31242	39499	46316
51800	32108	86562
65831	66253	38977
95167	90824	85588
51468	24879	74881
69072	33572	56012
88681	28065	85539
86574	96119	67985
45836	50075	12469
76097	52756	76648
99086	13282	22087
89099	88249	18141
71308	27145	45113
32782	29472	82811
68219	95692	72686
27318	95158	29393
70701	23505	13071
41702	93846	70719
5000	98420	29724
82833	80522	53019
84556	80698	13556
2588	78886	2646
20200	97764	95928
29790	66495	63141
52894	54787	69221
80509	61125	25611
94379	73947	35189
90934	27729	88257
39891	96105	82230
22167	8303	2900
69110	18398	74824
70410	25743	3857
91379	66255	5710
46201	99195	18072
68258	55766	25196
45686	87668	23864
43651	78997	52189
85627	67917	99205
59770	15733	12267
89256	98758	72415
33206	30134	39279
65027	37202	83766
50699	25313	36458
747	6274	56272
75585	35855	74009
35550	14578	39492
17281	84584	82297
75842	16896	28789
50096	44926	62843
68072	77952	16052
66715	27446	61350
13814	90163	42845
32642	98010	29018
62052	17041	98270
3062	61432	2921
69123	76758	28718
95706	27392	33245
74940	92002	90729
82221	75798	38440
12539	49212	16832
51314	77200	49464
16968	36693	92215
32165	21950	5307
66616	10817	10280
56040	62441	1843
8259	60797	27577
37444	13103	21508
81612	19497	20741
57179	13800	41000
21454	80409	34970
30026	86988	24455
88453	11107	28824
14566	93194	30843
62257	42303	53519
41659	94443	95394
2001	71106	48083
35329	35994	47911
93807	62538	95261
91710	53050	97114
2374	65838	35322
59545	32786	13792
26886	8868	95611
55435	66104	78578
25796	71505	39793
7242	14610	436
57245	50189	27985
63394	97757	60235
85351	8344	54253
63928	38196	65990
81562	30183	4827
66717	1937	20870
81881	13063	72332
38440	74273	4340
4643	110	12876
94498	79638	97627
76505	39207	62550
67850	4411	69832
19565	44241	93721
69154	32628	69916
78894	23269	99604
86914	6737	75561
98914	26376	59664
9315	54821	83766
64367	65679	910
90379	14730	51207
45498	76069	62565
74979	61188	42419
2477	57865	70276
34819	26927	87313
73718	65951	22355
19404	70788	21859
49294	7743	62939
90584	19775	26039
3909	27806	89436
40583	284	95078
93753	30754	35931
25335	16197	83456
69643	33901	8288
42193	69331	68252
28966	47148	6136
88373	14003	90978
47297	74308	69979
50560	93654	46186
45305	60025	93728
52855	10696	20231
95730	81604	70100
7402	37199	77215
71410	44724	11628
42696	34079	38914
36181	56022	12198
95587	94930	51679
59616	6804	69818
27823	15504	28648
45434	89761	30543
20859	83633	88857
65858	22067	86853
68856	18374	58661
82774	65228	20642
90905	72564	89107
82972	52869	46755
57536	57300	41856
19595	43358	11261
15133	99111	18604
77025	96358	57053
57573	41229	28617
2998	73037	42714
15478	89355	49614
55320	4095	69474
51148	29851	5757
16935	47922	17238
48189	59074	89169
72984	71628	27469
36313	69260	36565
29220	42683	97608
7083	69238	81447
3327	19764	30151
70860	37489	86920
44874	55494	68541
14837	80251	75362
50869	26221	18543
88084	80076	52044
58010	19645	65487
25628	12516	68853
50150	52663	32324
11941	1977	9536
80119	74721	70316
11260	15446	8326
47960	94497	81216
14486	36228	43803
63604	81055	81027
95935	53651	67425
20912	41599	69171
1739	67817	92694
69510	42268	70679
40271	85230	8964
98512	20987	88569
98273	18988	72858
98479	65589	51341
61999	72981	51064
87905	26611	19650
62223	20044	20690
7014	32494	74208
64169	91948	90310
78774	67283	73597
85983	97806	1530
27506	90714	3524
27445	75427	56636
23776	57618	69442
81897	16930	62384
52573	78878	56188
3204	42821	85515
74174	75841	40805
73448	41790	40581
1680	96664	61728
21433	35262	40285
14719	39607	1256
91037	37789	60798
72621	74182	59581
40618	24624	21879
3527	40722	21608
36023	69566	10172
71212	35902	57633
15677	76430	84032
28692	1735	70979
29240	53171	41186
80668	6633	52870
30118	22530	71998
45350	2909	70179
1387	83127	15866
66041	53135	91612
26586	12708	12888
36186	93781	92564
36176	41280	34738
39231	76633	82515
8372	60181	70632
31028	77454	7409
15545	40028	38257
34385	74039	84586
66655	11125	1175
42827	1421	95218
85177	295	85899
51684	22578	68669
93706	56889	90273
98565	31085	16082
2412	86296	4042
26948	40927	92738
61339	65629	62059
14336	31631	91573
14975	41544	3932
24275	65341	67163
2711	51106	19685
39024	62235	70116
63921	99927	47464
45735	431	98749
21530	75879	26516
54906	51276	5006
97386	93099	33916
14553	58781	54404
38793	26883	87804
15538	90605	44916
11047	81586	84060
42143	62093	44064
57567	18319	27048
40004	65549	48095
8168	97385	58808
2913	8361	84949
966	2019	20441
91874	40456	4393
56501	75395	3485
49117	7360	27013
38409	73379	7404
3928	98413	22447
44507	49744	2479
28697	91552	23932
27277	92951	9093
74061	716	93138
37009	8185	44937
66615	36027	61173
39109	33655	82394
41144	84575	22704
55784	97676	83814
21503	82124	68331
25267	62163	9948
44459	65818	79498
67229	600	47326
88463	91549	67420
81191	63334	71602
98467	1733	74545
24237	2594	74045
31828	45796	42284
51705	78961	76827
52891	3830	96985
58258	27690	66803
61940	7924	61450
53812	8946	27389
12638	62982	17798
49073	57432	33350
23150	36893	82194
85602	83979	64312
24124	63034	17474
61563	90390	26641
8989	68981	96339
8773	75631	71003
84617	52226	61552
51328	54343	48631
29775	84755	17325
92095	41595	16692
44940	14484	60046
23844	2275	8685
9955	65950	26821
49495	81697	40996
78137	20319	88215
27435	6947	61985
11483	14598	912
302	92661	84671
7454	36409	94146
59933	98496	11723
57083	81051	78471
82996	87123	45304
85619	66401	67956
36955	51246	68987
47012	361	55476
15605	82570	84866
8081	76501	34850
69288	35557	90100
25721	13634	30859
74711	58959	92464
19484	7497	63820
14355	78311	77303
3847	96771	64127
56050	36631	37201
33670	80155	51599
36973	71826	45750
86311	1051	58999
38676	88223	58374
61224	89941	61016
45952	90234	49459
1557	44448	67063
43671	86093	82157
7845	46685	19654
72221	99215	78605
89668	68932	22043
10138	8953	22867
34278	18550	41479
51311	18583	8758
50081	85333	9294
94544	13850	93631
21457	71311	35811
46758	36415	3894
1944	74958	42163
84085	90458	85029
59835	73714	46785
53392	1729	64415
92914	66041	31817
36213	89004	63780
31320	48421	96587
1026	93399	20382
43866	86483	79975
61491	78611	37817
7108	52668	28844
13645	83935	10871
18039	43955	4028
37903	93885	43776
81011	51118	98105
89280	75561	60923
1447	55509	85564
25246	51181	50975
61472	9231	78515
47001	74937	77072
16732	44969	60090
67520	16006	78755
76546	63543	62332
34216	13983	75987
22336	24514	86351
69789	25741	76561
5011	76111	47378
17388	94052	44160
72052	52724	26322
89935	80658	76548
38097	25713	24101
58411	85703	91872
93338	13566	64500
32394	16594	53636
34616	35672	37401
46882	17428	14596
44843	37030	10323
93429	37409	97905
46691	55822	27513
53274	24712	48365
10316	2892	77477
19850	79453	47721
32707	58619	27034
51016	51090	2128
95475	53869	65658
75375	85797	50941
11933	41999	78838
36562	20593	55425
1847	35728	85613
91966	9256	16604
54965	55581	30554
39049	65798	20339
34373	70948	48324
34401	31814	14449
3333	44428	85968
36704	57272	15239
52412	23804	70133
52866	67548	46895
8151	83924	50009
91117	52487	77699
33507	91254	43079
4205	7509	3471
13674	19552	81732
26294	59293	34593
89794	42196	54169
12480	11260	55451
59168	21350	76145
44234	89203	39053
54569	62348	58882
24112	61160	26166
58108	70748	80065
8009	87359	2988
54560	51553	77581
13925	74516	96361
43946	58980	26005
85972	51926	87445
57463	71397	73249
73160	34898	63561
57316	44423	50048
34110	58558	34316
57104	83867	24243
77660	19232	57637
31562	79585	70632
68472	52575	15964
45039	34987	45298
98149	90547	33115
7055	26890	13244
15345	59763	64116
49704	72942	57508
90330	18839	72115
45178	71499	6406
16009	47743	96959
76639	98726	16565
41532	22653	73349
99796	55697	74556
46655	75147	60579
97390	2641	86124
65168	72346	4234
46979	85483	57998
6933	31301	15550
44063	64486	77339
22449	10265	9901
36927	39257	85958
45584	60541	45428
22136	84749	58716
21586	63253	8480
59197	70437	69805
65134	3083	15755
48987	62832	94365
43382	6025	33402
52095	80664	16042
64564	68607	30676
20018	63926	70227
74307	79502	86225
17651	24316	45915
97496	94171	90887
50645	84776	73195
86068	42448	36463
57792	25533	56170
511	59299	59020
10393	79763	58329
86899	96643	95516
37915	69008	36287
61920	27097	55025
66724	80432	65261
23271	51012	20826
28151	99465	36349
84200	20081	89201
70077	95327	71812
31035	96863	93092
17282	2131	38762
45540	96400	59420
8995	22513	25971
7893	39773	96379
41191	68454	50601
87896	69659	93191
33654	27869	6351
1062	51255	9472
98156	94850	92913
74625	71469	66639
18087	19783	85672
7616	59680	51260
23350	45072	2611
42495	27683	29406
3684	90501	25807
63685	31906	76435
80306	92785	82421
66449	49495	66022
29091	49681	10262
31919	8635	76660
68178	74711	77880
5180	935	25387
11553	73672	19327
74580	43887	41510
90597	36953	37803
69046	21592	6731
51380	60288	2583
48774	75540	81220
39427	69458	28368
65157	63986	44514
1027	62167	86033
67710	75166	16357
99409	53418	40757
17297	59800	39201
82004	69630	29358
10683	14202	28029
16520	12353	19782
18497	99070	24289
72322	97132	89955
18888	54725	14931
12866	63952	75255
63168	86664	92238
92498	65024	51583
3990	58897	72303
97543	31826	40214
83448	6180	58605
24592	53245	88127
2841	85842	43349
69335	45470	48731
14218	52477	71310
33664	76771	88630
1477	49793	69659
41359	45051	1709
64776	99894	53148
69197	8712	4392
2537	82515	6151
27330	13400	19317
37615	18018	43746
92096	68915	58233
36274	27103	63715
6362	89737	83669
9791	74432	11682
54981	40125	452
91011	82441	93407
50039	23358	12036
56931	22754	78619
5723	55176	5636
24943	77984	47365
28639	6567	68617
29659	42727	11485
50001	75508	84100
89186	39720	9648
69119	76626	88232
85877	9977	33005
3569	10311	65803
49366	79628	24613
76897	99023	6931
87432	39002	98529
61741	87029	92310
8389	14630	99118
47227	77922	48209
6909	81214	22115
77202	6303	92507
60663	75873	79226
25586	83810	17516
78958	17400	77262
49831	99846	93994
13283	76357	12115
54946	28795	97185
13287	62531	78477
18027	58675	37435
93856	52871	82756
948	53319	86195
54377	81671	85967
91633	35478	73736
89910	17461	44447
33332	46746	89113
90672	84935	94885
65582	21094	71144
79353	41925	47621
77546	1822	62765
46398	42716	36625
1767	96850	83705
74273	46161	66069
